msa_population_rank_2020_census,msa_id,cbsa_code,msa_name,msa_2020_census_population,year,pit_total,pit_sheltered,pit_unsheltered,republican_votes,democratic_votes,two_party_votes,totalvotes,republican_vote_share,democratic_vote_share,democratic_margin_votes,democratic_margin_share,major_party_vote_share,presidential_votes_applicable,medsl_county_count,missing_presidential_vote_county_count,missing_presidential_vote_counties,coc_count,covered_coc_count,missing_coc_count,missing_cocs,coc_population_coverage_ratio,msa_population_coverage_ratio,allocation_share_sum,expected_allocation_share_sum,unmapped_source_coc_count,unmapped_source_cocs,unmapped_source_additive_measure_totals,allocation_basis,denominator_source,boundary_vintage,county_vintage,block_vintage,decennial_vintage,msa_definition_version,source
22,36740,36740,"Orlando-Kissimmee-Sanford, FL",2673376,2020,2320.125426601304,1672.2702436292398,647.8551829720639,569978,708344,1278322,1291968,0.4411703695447565,0.5482674493485907,138366,0.1070970798038342,0.9894378188933473,True,4,0,,2,2,0,,1.0,0.9787996222022551,1.4454131693792356,1.4454131693792356,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
23,16740,16740,"Charlotte-Concord-Gastonia, NC-SC",2660329,2020,2673.601073436674,2086.7262364629178,586.8748369737561,675531,680904,1356435,1377654,0.4903488103689315,0.494248918814158,5373,0.00390010844522648,0.9845977291830895,True,11,0,,5,5,0,,1.0,1.0,2.195081109525465,2.195081109525465,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
24,41700,41700,"San Antonio-New Braunfels, TX",2558143,2020,3350.3604371190904,1814.1460513839788,1536.2143857351116,495195,529607,1024802,1042284,0.47510563339742334,0.5081215868227853,34412,0.033015953425361955,0.9832272202202087,True,8,0,,2,2,0,,1.0,1.0,1.0454838483495423,1.0454838483495423,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
25,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA",2512859,2020,6886.740409396987,3179.067061671189,3707.6733477257976,469466,900757,1370223,1415523,0.3316555082467752,0.6363421858917163,431291,0.3046866776449411,0.9679976941384916,True,7,0,,6,6,0,,1.0,0.9999983900859499,4.136161923505846,4.136161923505846,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
26,38300,38300,"Pittsburgh, PA",2457000,2020,1641.093764893096,1409.0957643518254,231.99800054127076,712053,666791,1378844,1394920,0.5104615318441201,0.47801379290568635,-45262,-0.03244773893843378,0.9884753247498065,True,8,0,,5,5,0,,1.0,0.9999998826729154,4.304383806340995,4.304383806340995,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
27,40900,40900,"Sacramento-Roseville-Folsom, CA",2397382,2020,7558.990378419691,2376.9963913821825,5181.993987037509,471023,666896,1137919,1166977,0.4036266353150062,0.5714731310042958,195873,0.16784649568928955,0.975099766319302,True,4,0,,4,4,0,,1.0,0.9999987310899173,3.9999858311502607,3.9999858311502607,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
28,12420,12420,"Austin-Round Rock-San Marcos, TX",2283371,2020,3281.8713841231274,1221.581389793428,2060.2899943296993,377293,661325,1038618,1059163,0.35621807030645897,0.6243845376018611,284032,0.2681664672954021,0.9806026079083201,True,5,0,,3,3,0,,1.0,0.9999999991524087,1.0843602094485116,1.0843602094485116,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
29,29820,29820,"Las Vegas-Henderson-North Las Vegas, NV",2265461,2020,5282.999999993105,1821.9999999976221,3460.999999995483,430809,521777,952586,972308,0.4430787363674885,0.5366375675197571,90968,0.0935588311522686,0.9797163038872456,True,1,0,,1,1,0,,1.0,0.9999999991900583,0.9999999999986949,0.9999999999986949,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
30,17140,17140,"Cincinnati, OH-KY-IN",2249797,2020,1956.7400203108305,1649.2289159985914,307.51110431223924,644598,486355,1130953,1149818,0.5606087224238967,0.4229843331727282,-158243,-0.1376243892511685,0.9835930555966249,True,15,0,,5,5,0,,1.0,1.0,1.2985648017874412,1.2985648017874412,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
31,28140,28140,"Kansas City, MO-KS",2192035,2020,2450.207717151651,1791.9558203621982,658.251896789453,482131,451935,934066,953827,0.5054700695199444,0.47381233703805825,-30196,-0.03165773248188619,0.9792824065580027,True,14,0,,4,4,0,,1.0,0.9999999999933366,2.2231011374561183,2.2231011374561183,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
32,17410,17410,"Cleveland, OH",2185825,2020,2547.438112548506,2285.968803021147,261.469309527359,481128,624855,1105983,1119609,0.4297285927497903,0.5581010870759345,143727,0.12837249432614423,0.9878296798257249,True,6,0,,3,3,0,,1.0,0.9992919507592162,2.1274612481073785,2.1274612481073785,187,"AK-500,AK-501,AL-501,AL-502,AL-503,AL-504,AL-505,AL-506,AR-500,AR-501,AR-505,AZ-501,CA-504,CA-508,CA-509,CA-510,CA-511,CA-513,CA-516,CA-517,CA-518,CA-519,CA-520,CA-522,CA-523,CA-524,CA-526,CA-527,CA-529,CA-530,CA-531,CA-603,CA-604,CA-613,CA-614,CO-504,CO-505,FL-500,FL-503,FL-504,FL-505,FL-506,FL-508,FL-509,FL-511,FL-513,FL-514,FL-515,FL-517,FL-518,FL-602,FL-603,FL-604,FL-606,GA-503,GA-504,GA-505,GA-507,GU-500,HI-500,HI-501,IA-500,IA-501,IA-502,ID-500,ID-501,IL-503,IL-507,IL-512,IL-513,IL-516,IL-518,KS-502,KS-503,KY-502,LA-500,LA-502,LA-503,LA-505,LA-506,LA-507,LA-509,MA-503,MA-504,MA-507,MD-500,MD-507,MD-508,MD-510,MD-512,MD-513,MI-506,MI-507,MI-508,MI-509,MI-510,MI-511,MI-512,MI-514,MI-515,MI-516,MI-517,MI-519,MI-523,MN-504,MN-506,MN-508,MN-509,MO-600,MO-602,MO-603,MP-500,MS-500,MS-503,MT-500,NC-500,NC-501,NC-504,NC-506,NC-511,NC-513,NC-516,ND-500,NE-500,NE-501,NE-502,NH-501,NH-502,NJ-500,NJ-514,NM-500,NM-501,NV-501,NV-502,NY-500,NY-501,NY-503,NY-505,NY-507,NY-510,NY-511,NY-512,NY-513,NY-514,NY-518,NY-519,NY-520,NY-522,NY-523,NY-608,OH-501,OH-506,OH-508,OK-501,OK-505,OR-500,OR-502,OR-503,OR-504,PA-501,PA-503,PA-506,PA-508,PA-509,PA-510,SC-500,SC-503,SD-500,TN-500,TN-502,TN-509,TN-512,TX-603,TX-604,TX-611,UT-504,VA-502,VA-508,VI-500,VT-500,VT-501,WA-502,WI-502,WI-503,WV-501,WV-503,WY-500","{""pit_sheltered"":72656.0,""pit_total"":122895.0,""pit_unsheltered"":50239.0}",block_population,pl_94_171_block_population,2020,2023,2020,2020,census_msa_2023,msa_fractional_rollup_population_basis_pit2020_vintage
