geo_type,geo_id,msa_id,cbsa_code,msa_name,year,msa_population_rank_2020_census_nonpr,msa_2020_census_population,pit_total,pit_sheltered,pit_unsheltered,median_contract_rent_weighted,contract_rent_cash_renter_households,contract_rent_distribution_total,contract_rent_distribution_with_cash_rent,contract_rent_distribution_cash_rent_lt_100,contract_rent_distribution_cash_rent_100_to_149,contract_rent_distribution_cash_rent_150_to_199,contract_rent_distribution_cash_rent_200_to_249,contract_rent_distribution_cash_rent_250_to_299,contract_rent_distribution_cash_rent_300_to_349,contract_rent_distribution_cash_rent_350_to_399,contract_rent_distribution_cash_rent_400_to_449,contract_rent_distribution_cash_rent_450_to_499,contract_rent_distribution_cash_rent_500_to_549,contract_rent_distribution_cash_rent_550_to_599,contract_rent_distribution_cash_rent_600_to_649,contract_rent_distribution_cash_rent_650_to_699,contract_rent_distribution_cash_rent_700_to_749,contract_rent_distribution_cash_rent_750_to_799,contract_rent_distribution_cash_rent_800_to_899,contract_rent_distribution_cash_rent_900_to_999,contract_rent_distribution_cash_rent_1000_to_1249,contract_rent_distribution_cash_rent_1250_to_1499,contract_rent_distribution_cash_rent_1500_to_1999,contract_rent_distribution_cash_rent_2000_plus,contract_rent_distribution_cash_rent_2000_to_2499,contract_rent_distribution_cash_rent_2500_to_2999,contract_rent_distribution_cash_rent_3000_to_3499,contract_rent_distribution_cash_rent_3500_plus,contract_rent_distribution_no_cash_rent,acs5_vintage,tract_vintage,rent_source,pit_vintage,pit_allocation_basis,coc_boundary_vintage,county_vintage,msa_definition_version
msa,16740,16740,16740,"Charlotte-Concord-Gastonia, NC-SC",2010,23,2660329,3514.0063749668016,2557.086028396541,956.9203465702606,632.8750731676942,241041.0,256135.0,241041.0,3616.0,3024.0,3597.0,3691.0,5036.0,7225.0,9659.0,17395.0,18074.0,21687.0,20883.0,22683.0,18152.0,16281.0,13149.0,20256.0,12897.0,13643.0,5060.0,3169.0,1864.0,,,,,15094.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,16740,16740,16740,"Charlotte-Concord-Gastonia, NC-SC",2020,23,2660329,2252.050752251035,1805.4910204178625,446.5597318331724,938.6511195816653,315870.0,331376.0,315870.0,2203.0,1943.0,2428.0,3042.0,3210.0,4454.0,4028.0,9257.0,9215.0,13335.0,12317.0,17342.0,13363.0,14900.0,15171.0,31467.0,30288.0,58228.0,37600.0,23003.0,,5169.0,1863.0,1131.0,913.0,15506.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41700,41700,41700,"San Antonio-New Braunfels, TX",2010,24,2558143,3686.426079294842,1790.4382722196867,1895.9878070751552,644.9928724676272,235998.0,250100.0,235998.0,4354.0,3820.0,4400.0,4152.0,3944.0,5611.0,7726.0,15538.0,16681.0,20970.0,20454.0,20876.0,18719.0,16405.0,13315.0,19377.0,12859.0,14729.0,6134.0,3430.0,2504.0,,,,,14102.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41700,41700,41700,"San Antonio-New Braunfels, TX",2020,24,2558143,3177.3044498114236,1749.5557921507527,1427.7486576606705,924.9714130157614,292524.0,307320.0,292524.0,2122.0,2550.0,3401.0,4193.0,2725.0,2980.0,2961.0,4170.0,3791.0,8606.0,8047.0,15164.0,14666.0,19076.0,17903.0,36612.0,32211.0,51915.0,31133.0,20206.0,,4811.0,1494.0,940.0,847.0,14796.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,38900,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA",2010,25,2512859,8040.758600859609,4103.18852964291,3937.5700712166995,758.243959152443,301938.0,311474.0,301938.0,2132.0,3125.0,3914.0,3069.0,2385.0,3327.0,3331.0,5393.0,7610.0,14446.0,20080.0,28485.0,28701.0,29755.0,24401.0,35372.0,24319.0,32931.0,14450.0,9781.0,4931.0,,,,,9536.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,38900,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA",2020,25,2512859,6316.753595745966,3085.061888054719,3231.691707691247,1227.5295287703382,350847.0,361229.0,350847.0,1130.0,1449.0,3444.0,3360.0,1726.0,2344.0,1949.0,2656.0,1949.0,4101.0,3132.0,5758.0,4457.0,6872.0,9749.0,22409.0,28486.0,83131.0,68455.0,67076.0,,17839.0,4682.0,2324.0,2369.0,10382.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,38300,38300,38300,"Pittsburgh, PA",2010,26,2457000,1666.3076955186605,1529.4306286375636,136.87706688109674,530.1780110505389,271232.0,291248.0,271232.0,6010.0,4775.0,8326.0,11023.0,11377.0,16824.0,20205.0,29091.0,24733.0,26067.0,21844.0,19845.0,13775.0,12343.0,8982.0,11913.0,6799.0,7526.0,4095.0,2891.0,2788.0,,,,,20016.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,38300,38300,38300,"Pittsburgh, PA",2020,26,2457000,1209.4934188560835,1019.5698686185322,189.92355023755144,740.9415324344882,298981.0,319205.0,298981.0,4351.0,3423.0,4681.0,8483.0,6551.0,8667.0,9940.0,14516.0,13798.0,21803.0,18588.0,22078.0,18991.0,20019.0,16443.0,26741.0,17841.0,27376.0,13769.0,12741.0,,4294.0,1551.0,1022.0,1314.0,20224.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,40900,40900,40900,"Sacramento-Roseville-Folsom, CA",2010,27,2397382,4424.14270495567,2376.6534014861654,2047.4893034695044,931.7714127621598,280182.0,288896.0,280182.0,1735.0,1096.0,2669.0,3901.0,1884.0,2558.0,2463.0,3990.0,3589.0,6451.0,7106.0,13093.0,14740.0,18882.0,20394.0,37112.0,30362.0,47794.0,30803.0,22588.0,6972.0,,,,,8714.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,40900,40900,40900,"Sacramento-Roseville-Folsom, CA",2020,27,2397382,7557.8789153098605,2376.573423983594,5181.305491326268,1234.760298793529,315615.0,326324.0,315615.0,1091.0,913.0,1845.0,3232.0,2361.0,2255.0,1505.0,2322.0,2288.0,4389.0,2899.0,4800.0,4765.0,8390.0,8445.0,24579.0,25035.0,68399.0,56409.0,64161.0,,18091.0,4416.0,1635.0,1390.0,10709.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,12420,12420,12420,"Austin-Round Rock-San Marcos, TX",2010,28,2283371,2297.433460664376,1315.970667728277,981.462792936099,771.2818468543824,245366.0,252571.0,245366.0,1466.0,1681.0,1433.0,1833.0,1719.0,2195.0,2742.0,5458.0,8690.0,15722.0,17798.0,21625.0,20916.0,21664.0,17849.0,30460.0,19163.0,30171.0,11537.0,7660.0,3584.0,,,,,7205.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,12420,12420,12420,"Austin-Round Rock-San Marcos, TX",2020,28,2283371,2636.540245679682,980.7243704706033,1655.8158752090787,1206.2455175185737,322655.0,329874.0,322655.0,1510.0,1128.0,1700.0,1531.0,920.0,1568.0,1981.0,1855.0,1804.0,3981.0,2903.0,4711.0,3940.0,6632.0,8377.0,26521.0,34041.0,80949.0,55548.0,57444.0,,14395.0,5158.0,2318.0,1740.0,7219.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,29820,29820,29820,"Las Vegas-Henderson-North Las Vegas, NV",2010,29,2265461,9948.999910948427,7003.999936684162,2944.9999742642653,913.2075841535902,283217.0,290654.0,283217.0,1932.0,1468.0,1145.0,1334.0,1010.0,1457.0,1539.0,4358.0,4396.0,8801.0,10707.0,17350.0,15306.0,19940.0,19069.0,38690.0,32604.0,55612.0,28846.0,13526.0,4127.0,,,,,7437.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,29820,29820,29820,"Las Vegas-Henderson-North Las Vegas, NV",2020,29,2265461,5282.999954547003,1821.9999840317346,3460.9999705152686,1043.201070941452,356584.0,365779.0,356584.0,835.0,777.0,1691.0,1381.0,1054.0,1302.0,1724.0,2698.0,2939.0,7344.0,8364.0,13815.0,12458.0,17299.0,17131.0,40344.0,39110.0,87627.0,57560.0,31841.0,,6427.0,1523.0,612.0,728.0,9195.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,17140,17140,17140,"Cincinnati, OH-KY-IN",2010,30,2249797,1466.976390115034,1287.9992792002802,178.97711091475387,574.0653185464254,240559.0,251683.0,240559.0,5532.0,4288.0,5590.0,4569.0,4249.0,9652.0,13578.0,22158.0,21903.0,25304.0,20824.0,20844.0,15350.0,13726.0,10519.0,16451.0,8832.0,8964.0,2934.0,2708.0,2584.0,,,,,11124.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,17140,17140,17140,"Cincinnati, OH-KY-IN",2020,30,2249797,1439.8659818591548,1291.1471721977318,148.71880966142282,736.7182755699606,272762.0,285893.0,272762.0,3904.0,3488.0,3656.0,5400.0,3771.0,5208.0,5702.0,10122.0,12566.0,20561.0,18568.0,22852.0,16865.0,20721.0,17802.0,28659.0,19490.0,25753.0,12911.0,9737.0,,2317.0,932.0,775.0,1002.0,13131.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,28140,28140,28140,"Kansas City, MO-KS",2010,31,2192035,2512.5823860930623,2220.877441087428,291.7049450056343,625.7303790410076,231466.0,243136.0,231466.0,3496.0,3020.0,5246.0,4708.0,4285.0,7487.0,9924.0,14523.0,17206.0,22089.0,19669.0,22587.0,16423.0,16154.0,13255.0,19056.0,10900.0,10859.0,4142.0,3475.0,2962.0,,,,,11670.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,28140,28140,28140,"Kansas City, MO-KS",2020,31,2192035,2280.6953370640645,1682.1399139063737,598.5554231576908,824.7166804754014,282380.0,293659.0,282380.0,2877.0,2506.0,2431.0,4632.0,3312.0,4042.0,5047.0,7741.0,7270.0,15289.0,13821.0,18821.0,16050.0,21175.0,20508.0,34260.0,26113.0,38637.0,17781.0,14110.0,,3236.0,847.0,838.0,1036.0,11279.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,17410,17410,17410,"Cleveland, OH",2010,32,2185825,2552.7678534194824,2348.835635814086,203.93221760539646,590.6055856709557,268180.0,280801.0,268180.0,5641.0,3398.0,8323.0,4977.0,6128.0,8202.0,10892.0,20321.0,23181.0,27790.0,25893.0,25886.0,19205.0,18043.0,14017.0,18652.0,9966.0,9631.0,2899.0,2451.0,2684.0,,,,,12621.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,17410,17410,17410,"Cleveland, OH",2020,32,2185825,1890.7726797382124,1722.2949483951054,168.47773134310708,730.01019361563,304220.0,319008.0,304220.0,5344.0,2083.0,3040.0,10084.0,4507.0,5890.0,5939.0,10693.0,11993.0,20275.0,21977.0,27451.0,23157.0,23416.0,22356.0,32558.0,21678.0,27633.0,11151.0,7634.0,,2666.0,1032.0,757.0,906.0,14788.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,18140,18140,18140,"Columbus, OH",2010,33,2138926,1906.4987180583714,1647.8418357669768,258.6568822913946,605.2460447090043,248045.0,256442.0,248045.0,4415.0,3043.0,4533.0,3289.0,3493.0,6689.0,10372.0,17723.0,20583.0,25023.0,24750.0,26017.0,20410.0,17097.0,13624.0,18103.0,10063.0,10361.0,3603.0,2921.0,1933.0,,,,,8397.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,18140,18140,18140,"Columbus, OH",2020,33,2138926,2443.9576102079395,1898.5041006567021,545.4535095512374,835.9035722075873,298615.0,307826.0,298615.0,2244.0,3424.0,2697.0,4162.0,2501.0,3367.0,4155.0,7073.0,7959.0,14240.0,15610.0,18765.0,18286.0,22545.0,20116.0,40017.0,30514.0,42514.0,20188.0,13022.0,,3389.0,744.0,488.0,595.0,9211.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,26900,26900,26900,"Indianapolis-Carmel-Greenwood, IN",2010,34,2089673,2005.3494767724314,1760.3435203837946,245.00595638863683,612.3422126116599,211855.0,222212.0,211855.0,2684.0,2526.0,3406.0,2837.0,2333.0,5673.0,6913.0,16514.0,19715.0,23769.0,20966.0,22581.0,16578.0,15160.0,10890.0,14545.0,9197.0,9307.0,2672.0,1897.0,1692.0,,,,,10357.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,26900,26900,26900,"Indianapolis-Carmel-Greenwood, IN",2020,34,2089673,2004.3609999456041,1737.9147329261411,266.4462670194628,797.2236438670114,260247.0,268732.0,260247.0,1604.0,2474.0,2554.0,2889.0,2207.0,3043.0,2718.0,5875.0,6699.0,15252.0,16332.0,24133.0,18417.0,22381.0,19818.0,34111.0,20090.0,31747.0,15324.0,8374.0,,2398.0,528.0,730.0,549.0,8485.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,34980,34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010,35,2014444,2750.006573388454,2204.0430245044918,545.9635488839621,643.1950456756945,186572.0,197819.0,186572.0,3470.0,2498.0,3749.0,3366.0,3037.0,5230.0,5894.0,9945.0,10064.0,16656.0,17102.0,19282.0,13839.0,13905.0,11483.0,16979.0,9957.0,11083.0,3930.0,3301.0,1802.0,,,,,11247.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,34980,34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020,35,2014444,2623.980111783183,1810.9158758370843,813.0642359460987,1007.1340704587956,239322.0,251500.0,239322.0,2638.0,1733.0,1988.0,3712.0,2242.0,3247.0,3176.0,4567.0,4368.0,6938.0,5807.0,10073.0,7607.0,11142.0,10398.0,24352.0,23677.0,44500.0,30246.0,26269.0,,6380.0,2102.0,959.0,1201.0,12178.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41940,41940,41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,36,2000468,7797.378924539002,2333.230544217001,5464.148380322001,1333.8946476014455,242418.0,249353.0,242418.0,866.0,711.0,848.0,3253.0,1789.0,1576.0,1265.0,2102.0,1619.0,2860.0,2110.0,2791.0,2026.0,3194.0,3609.0,14420.0,17100.0,47179.0,43670.0,57110.0,32320.0,,,,,6935.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41940,41940,41940,"San Jose-Sunnyvale-Santa Clara, CA",2020,36,2000468,10397.949538047174,1885.4494312649542,8512.50010678222,2249.8825219149885,276503.0,283462.0,276503.0,1001.0,282.0,346.0,1256.0,1838.0,2482.0,934.0,1450.0,1261.0,2064.0,945.0,1879.0,1419.0,1367.0,1405.0,3548.0,3445.0,13252.0,16978.0,50937.0,,60398.0,48303.0,32514.0,27199.0,6959.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,47260,47260,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2010,37,1780059,1832.8179115202581,1605.0420101753696,227.77590134488855,816.8993821920392,212141.0,220650.0,212141.0,3802.0,3041.0,3261.0,3149.0,2170.0,3188.0,3530.0,4273.0,5938.0,8787.0,8657.0,12213.0,13745.0,15131.0,14884.0,26177.0,20871.0,30089.0,14937.0,10168.0,4130.0,,,,,8509.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,47260,47260,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2020,37,1780059,1442.7639987607442,1183.2519131428667,259.51208561787746,1037.4232578451556,242385.0,250619.0,242385.0,2846.0,2562.0,2101.0,3524.0,2276.0,2640.0,1381.0,2955.0,2000.0,4150.0,3400.0,5835.0,6568.0,10889.0,11948.0,27059.0,28464.0,52433.0,32252.0,27403.0,,6282.0,1722.0,839.0,856.0,8234.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,39300,39300,39300,"Providence-Warwick, RI-MA",2010,38,1676579,2083.003224982528,1920.0033857032042,162.99983927932414,728.2519071586603,221948.0,229534.0,221948.0,2947.0,2862.0,5311.0,11363.0,6807.0,6865.0,5315.0,9040.0,6126.0,11831.0,8650.0,16284.0,12204.0,16274.0,15453.0,27241.0,17610.0,21325.0,8649.0,6419.0,3372.0,,,,,7586.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,39300,39300,39300,"Providence-Warwick, RI-MA",2020,38,1676579,2109.00220074165,1866.0023095391334,242.99989120251647,894.4394714241942,232110.0,241221.0,232110.0,1559.0,2093.0,2934.0,9549.0,7250.0,6120.0,3960.0,5483.0,3536.0,7784.0,4835.0,12407.0,8062.0,12066.0,13365.0,28719.0,22633.0,34334.0,21307.0,17020.0,,4224.0,1429.0,946.0,495.0,9111.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,27260,27260,27260,"Jacksonville, FL",2010,39,1605848,4493.000678356893,2270.000222010255,2223.000456346638,761.9840012119296,151824.0,160246.0,151824.0,2149.0,2207.0,2525.0,2310.0,1688.0,2038.0,2492.0,4908.0,5030.0,8615.0,9427.0,10787.0,10160.0,12502.0,11422.0,19252.0,13779.0,17497.0,6563.0,4219.0,2254.0,,,,,8422.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,27260,27260,27260,"Jacksonville, FL",2020,39,1605848,1733.000285162926,1077.0001423286592,656.0001428342671,980.9154013355209,192202.0,200923.0,192202.0,1690.0,1189.0,1351.0,2335.0,1582.0,1499.0,1453.0,2532.0,2065.0,5312.0,4790.0,7801.0,8929.0,9675.0,10836.0,24281.0,21473.0,38832.0,23189.0,16357.0,,3058.0,1017.0,580.0,376.0,8721.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,33340,33340,33340,"Milwaukee-Waukesha, WI",2010,40,1574731,1629.0962724935412,1390.986163646846,238.11010884669514,664.0404478361461,223101.0,228941.0,223101.0,1663.0,1537.0,2999.0,4438.0,2783.0,5192.0,4776.0,9797.0,13817.0,19770.0,21956.0,25544.0,20700.0,17504.0,14461.0,20378.0,12437.0,13696.0,4871.0,2956.0,1826.0,,,,,5840.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,33340,33340,33340,"Milwaukee-Waukesha, WI",2020,40,1574731,1032.4741310539484,942.5903546813021,89.88377637264622,829.0189642007281,248618.0,254775.0,248618.0,780.0,811.0,2802.0,3391.0,3992.0,2894.0,2346.0,5043.0,4562.0,11080.0,11748.0,21307.0,18248.0,20580.0,19830.0,32808.0,23318.0,31270.0,16463.0,9882.0,,3438.0,1165.0,416.0,444.0,6157.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,36420,36420,36420,"Oklahoma City, OK",2010,41,1425695,1760.8521913048216,1205.4096810408114,555.4425102640101,542.2965736297898,148112.0,157931.0,148112.0,2277.0,2031.0,2470.0,3320.0,3761.0,7167.0,12146.0,16084.0,17716.0,16523.0,12257.0,12614.0,9050.0,6513.0,4801.0,7014.0,3919.0,4246.0,1470.0,1286.0,1447.0,,,,,9819.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,36420,36420,36420,"Oklahoma City, OK",2020,41,1425695,1874.5465613823305,1162.3772091563044,712.1693522260258,742.2829257412152,176650.0,186307.0,176650.0,1450.0,1800.0,2015.0,2935.0,2179.0,3114.0,3110.0,5504.0,6091.0,15117.0,11855.0,15133.0,12694.0,14548.0,12885.0,19772.0,12665.0,18062.0,8382.0,4703.0,,1580.0,309.0,430.0,317.0,9657.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,39580,39580,39580,"Raleigh-Cary, NC",2010,42,1413982,1271.3842012481273,1129.433062245619,141.9511390025082,684.5489234210842,125458.0,130899.0,125458.0,1654.0,1529.0,1477.0,1619.0,1776.0,2837.0,2367.0,4756.0,5094.0,8710.0,10073.0,11766.0,12607.0,11166.0,9005.0,15446.0,8226.0,8855.0,3271.0,1997.0,1227.0,,,,,5441.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,39580,39580,39580,"Raleigh-Cary, NC",2020,42,1413982,1076.5080689590457,812.3031528276874,264.2049161313583,1012.3636511190329,167639.0,173685.0,167639.0,789.0,969.0,1352.0,1906.0,1181.0,1486.0,1622.0,2493.0,2968.0,4535.0,3877.0,4862.0,4956.0,5973.0,6890.0,20108.0,17606.0,39368.0,22981.0,16647.0,,2907.0,863.0,563.0,737.0,6046.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,31140,31140,31140,"Louisville/Jefferson County, KY-IN",2010,43,1362180,2021.3195581439668,1769.410504561199,251.90905358276783,542.7005545803582,143100.0,151634.0,143100.0,3708.0,2188.0,4346.0,3197.0,3765.0,6097.0,8632.0,14131.0,13358.0,14639.0,13016.0,13854.0,9856.0,8346.0,5959.0,8177.0,3852.0,3209.0,1143.0,867.0,760.0,,,,,8534.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,31140,31140,31140,"Louisville/Jefferson County, KY-IN",2020,43,1362180,1392.7102254721517,1178.1377514754215,214.57247399673042,726.2773132454488,160960.0,168932.0,160960.0,2842.0,2134.0,3170.0,4177.0,2472.0,3071.0,2753.0,5613.0,6095.0,10160.0,9391.0,13278.0,11589.0,12443.0,10932.0,19608.0,12929.0,16802.0,6225.0,3378.0,,980.0,218.0,253.0,447.0,7972.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,32820,32820,32820,"Memphis, TN-MS-AR",2010,44,1345425,1945.6352791817371,1604.6195745447826,341.01570463695475,594.2568260797617,157211.0,166403.0,157211.0,3559.0,2228.0,3798.0,3621.0,3933.0,6187.0,7645.0,12500.0,11682.0,14272.0,13383.0,16020.0,10893.0,9546.0,7817.0,12232.0,5595.0,7010.0,2266.0,1895.0,1129.0,,,,,9192.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,32820,32820,32820,"Memphis, TN-MS-AR",2020,44,1345425,1154.5547741721068,945.5534698558964,209.00130431621045,764.7658404621651,194525.0,203847.0,194525.0,1835.0,1714.0,1887.0,3347.0,2345.0,3782.0,3474.0,7449.0,8040.0,12825.0,14477.0,16473.0,12590.0,13495.0,13516.0,21007.0,15519.0,21688.0,10587.0,6327.0,,1194.0,316.0,286.0,352.0,9322.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,40060,40060,40060,"Richmond, VA",2010,45,1314434,1130.0826018798841,1036.7741929936417,93.30840888624232,740.057729926568,133011.0,140148.0,133011.0,2657.0,1707.0,2726.0,1927.0,2222.0,1844.0,2206.0,4386.0,4253.0,6990.0,7325.0,10746.0,8915.0,10739.0,10437.0,17509.0,12309.0,13813.0,5328.0,2926.0,2046.0,,,,,7137.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,40060,40060,40060,"Richmond, VA",2020,45,1314434,622.5793770543265,477.97923571520573,144.60014133912082,987.0810828193436,157258.0,162761.0,157258.0,2380.0,1454.0,1507.0,2513.0,1419.0,1438.0,954.0,1442.0,1979.0,3835.0,3179.0,4890.0,6117.0,7399.0,9493.0,17199.0,17032.0,36175.0,19402.0,13003.0,,2279.0,1011.0,435.0,723.0,5503.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41620,41620,41620,"Salt Lake City-Murray, UT",2010,46,1257936,2036.4044995469146,1797.4834605693432,238.9210389775717,742.5726198354921,105770.0,109769.0,105770.0,706.0,761.0,1365.0,942.0,1084.0,1372.0,1550.0,2656.0,4428.0,7111.0,7721.0,10803.0,9881.0,9428.0,7379.0,11640.0,8030.0,10310.0,4707.0,2570.0,1326.0,,,,,3999.0,2010,2010,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2010.parquet,2020,coc_area,2020,2023,census_msa_2023
msa,41620,41620,41620,"Salt Lake City-Murray, UT",2020,46,1257936,2031.4924342631705,1734.1873310330352,297.30510323013505,1065.3192832515904,124714.0,128492.0,124714.0,285.0,419.0,698.0,1378.0,711.0,1218.0,1076.0,1010.0,966.0,1743.0,2093.0,3140.0,3213.0,5144.0,6130.0,13351.0,13147.0,30224.0,19096.0,15670.0,,2537.0,692.0,563.0,210.0,3778.0,2020,2020,data/curated/acs_contract_rent_cache/acs5_contract_rent_tracts__A2020.parquet,2020,coc_area,2020,2023,census_msa_2023
