coc_id,coc_name,year,median_contract_rent,first_quartile_contract_rent,pit_total,pit_sheltered,pit_unsheltered,acs5_vintage_used,tract_vintage_used
CA-614,San Luis Obispo County CoC,2022,1683.86,1204.69,1448,292,1156,2022,2020
CA-614,San Luis Obispo County CoC,2023,1760.69,1301.54,1532,376,1156,2023,2020
CA-614,San Luis Obispo County CoC,2024,1820.44,1328.31,1175,375,800,2024,2020
CO-500,Colorado Balance of State CoC,2010,679.22,440.31,5267,1087,4180,2010,2010
CO-500,Colorado Balance of State CoC,2011,705.96,456.0,9283,1015,8268,2011,2010
CO-500,Colorado Balance of State CoC,2012,719.55,468.11,9283,1015,8268,2012,2010
CO-500,Colorado Balance of State CoC,2013,727.03,476.89,2267,1262,1005,2013,2010
CO-500,Colorado Balance of State CoC,2014,723.51,486.92,2188,1183,1005,2014,2010
CO-500,Colorado Balance of State CoC,2015,734.42,498.1,3545,1714,1831,2015,2010
CO-500,Colorado Balance of State CoC,2016,752.01,504.93,3520,1689,1831,2016,2010
CO-500,Colorado Balance of State CoC,2017,765.05,512.05,4019,1511,2508,2017,2010
CO-500,Colorado Balance of State CoC,2018,789.64,514.36,3989,1481,2508,2018,2010
CO-500,Colorado Balance of State CoC,2019,829.89,523.63,2302,1504,798,2019,2010
CO-500,Colorado Balance of State CoC,2020,862.29,545.92,1638,840,798,2020,2020
CO-500,Colorado Balance of State CoC,2021,911.77,572.88,1295,767,528,2021,2020
CO-500,Colorado Balance of State CoC,2022,1011.7,632.78,1315,787,528,2022,2020
CO-500,Colorado Balance of State CoC,2023,1079.52,697.58,2201,859,1342,2023,2020
CO-500,Colorado Balance of State CoC,2024,1128.58,717.06,2395,1053,1342,2024,2020
CO-503,Metropolitan Denver CoC,2010,809.25,608.38,8752,7053,1699,2010,2010
CO-503,Metropolitan Denver CoC,2011,840.92,632.24,4809,4277,532,2011,2010
CO-503,Metropolitan Denver CoC,2012,873.42,648.06,6358,5394,964,2012,2010
CO-503,Metropolitan Denver CoC,2013,900.11,670.35,6316,5388,928,2013,2010
CO-503,Metropolitan Denver CoC,2014,938.7,696.52,6621,5950,671,2014,2010
CO-503,Metropolitan Denver CoC,2015,981.26,721.59,5335,4590,745,2015,2010
CO-503,Metropolitan Denver CoC,2016,1046.2,764.31,5728,4931,797,2016,2010
CO-503,Metropolitan Denver CoC,2017,1125.97,827.38,5506,4612,894,2017,2010
CO-503,Metropolitan Denver CoC,2018,1213.66,901.05,5317,4009,1308,2018,2010
CO-503,Metropolitan Denver CoC,2019,1299.04,971.44,5755,4809,946,2019,2010
CO-503,Metropolitan Denver CoC,2020,1370.75,1035.63,6104,4543,1561,2020,2020
CO-503,Metropolitan Denver CoC,2021,1466.24,1113.42,5530,5530,0,2021,2020
CO-503,Metropolitan Denver CoC,2022,1604.86,1231.05,6884,4806,2078,2022,2020
CO-503,Metropolitan Denver CoC,2023,1702.88,1308.56,10054,7291,2763,2023,2020
CO-503,Metropolitan Denver CoC,2024,1783.57,1371.62,14281,11362,2919,2024,2020
CO-504,Colorado Springs/El Paso County CoC,2010,725.88,543.33,1463,891,572,2010,2010
CO-504,Colorado Springs/El Paso County CoC,2011,750.97,554.79,1024,854,170,2011,2010
CO-504,Colorado Springs/El Paso County CoC,2012,780.43,571.76,1127,851,276,2012,2010
CO-504,Colorado Springs/El Paso County CoC,2013,808.49,580.65,1171,941,230,2013,2010
CO-504,Colorado Springs/El Paso County CoC,2014,836.25,602.18,1219,950,269,2014,2010
CO-504,Colorado Springs/El Paso County CoC,2015,863.23,623.06,1073,830,243,2015,2010
CO-504,Colorado Springs/El Paso County CoC,2016,897.86,647.81,1302,991,311,2016,2010
CO-504,Colorado Springs/El Paso County CoC,2017,952.29,685.42,1415,958,457,2017,2010
CO-504,Colorado Springs/El Paso County CoC,2018,998.35,723.27,1551,1038,513,2018,2010
CO-504,Colorado Springs/El Paso County CoC,2019,1053.36,762.05,1562,1118,444,2019,2010
CO-504,Colorado Springs/El Paso County CoC,2020,1114.9,820.18,1339,981,358,2020,2020
CO-504,Colorado Springs/El Paso County CoC,2021,1211.55,890.18,1156,1156,0,2021,2020
CO-504,Colorado Springs/El Paso County CoC,2022,1350.59,1009.53,1406,1139,267,2022,2020
CO-504,Colorado Springs/El Paso County CoC,2023,1443.22,1075.48,1302,928,374,2023,2020
CO-504,Colorado Springs/El Paso County CoC,2024,1532.55,1125.71,1146,887,259,2024,2020
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2010,734.48,549.47,,,,2010,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2011,774.37,570.63,,,,2011,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2012,800.15,597.71,,,,2012,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2013,835.28,613.35,,,,2013,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2014,861.8,629.43,,,,2014,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2015,889.56,647.82,,,,2015,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2016,925.85,675.87,,,,2016,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2017,970.61,708.23,,,,2017,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2018,1048.46,743.16,,,,2018,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2019,1112.55,801.97,,,,2019,2010
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2020,1158.67,832.99,765,569,196,2020,2020
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2021,1248.77,892.98,563,563,0,2021,2020
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2022,1373.7,991.58,792,509,283,2022,2020
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2023,1458.21,1059.84,882,616,266,2023,2020
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2024,1521.14,1107.66,893,622,271,2024,2020
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2010,1079.69,702.65,944,839,105,2010,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2011,1118.77,724.71,1005,844,161,2011,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2012,1141.98,740.28,902,741,161,2012,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2013,1155.18,772.45,1059,748,311,2013,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2014,1178.19,791.41,1083,772,311,2014,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2015,1228.3,809.8,913,773,140,2015,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2016,1260.07,829.14,886,730,156,2016,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2017,1301.18,851.6,778,696,82,2017,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2018,1348.1,884.24,864,772,92,2018,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2019,1387.8,903.45,771,673,98,2019,2010
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2020,1434.93,919.69,697,640,57,2020,2020
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2021,1483.85,944.0,549,466,83,2021,2020
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2022,1772.98,1303.61,603,551,52,2022,2020
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2023,1776.18,1273.66,597,530,67,2023,2020
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2024,1880.17,1346.39,713,604,109,2024,2020
CT-505,Connecticut Balance of State CoC,2010,800.21,595.69,3372,2978,394,2010,2010
CT-505,Connecticut Balance of State CoC,2011,825.2,615.14,3451,2917,534,2011,2010
CT-505,Connecticut Balance of State CoC,2012,848.41,624.74,3307,2773,534,2012,2010
CT-505,Connecticut Balance of State CoC,2013,860.69,636.85,3389,2781,608,2013,2010
CT-505,Connecticut Balance of State CoC,2014,871.65,648.81,3367,2759,608,2014,2010
CT-505,Connecticut Balance of State CoC,2015,879.75,649.27,3134,2648,486,2015,2010
CT-505,Connecticut Balance of State CoC,2016,897.38,664.18,3016,2499,517,2016,2010
CT-505,Connecticut Balance of State CoC,2017,921.7,682.49,2610,2276,334,2017,2010
CT-505,Connecticut Balance of State CoC,2018,952.41,703.26,3112,2623,489,2018,2010
CT-505,Connecticut Balance of State CoC,2019,982.37,723.22,2262,1904,358,2019,2010
CT-505,Connecticut Balance of State CoC,2020,999.8,738.74,2208,1940,268,2020,2020
CT-505,Connecticut Balance of State CoC,2021,1045.45,767.78,2044,1699,345,2021,2020
CT-505,Connecticut Balance of State CoC,2022,1025.47,742.14,2327,2085,242,2022,2020
CT-505,Connecticut Balance of State CoC,2023,1054.0,734.59,2418,1984,434,2023,2020
CT-505,Connecticut Balance of State CoC,2024,1042.33,770.28,2697,2232,465,2024,2020
DC-500,District of Columbia CoC,2010,1040.5,648.86,6539,6109,430,2010,2010
DC-500,District of Columbia CoC,2011,1104.72,693.12,6546,6241,305,2011,2010
DC-500,District of Columbia CoC,2012,1155.25,725.98,6954,6275,679,2012,2010
DC-500,District of Columbia CoC,2013,1206.9,758.34,6865,6353,512,2013,2010
DC-500,District of Columbia CoC,2014,1272.53,795.4,7748,7352,396,2014,2010
DC-500,District of Columbia CoC,2015,1320.04,811.23,7298,6754,544,2015,2010
DC-500,District of Columbia CoC,2016,1350.3,832.97,8350,8032,318,2016,2010
DC-500,District of Columbia CoC,2017,1402.43,860.6,7473,6576,897,2017,2010
DC-500,District of Columbia CoC,2018,1465.79,905.06,6904,6304,600,2018,2010
DC-500,District of Columbia CoC,2019,1506.27,930.7,6521,5913,608,2019,2010
DC-500,District of Columbia CoC,2020,1603.56,963.11,6380,5727,653,2020,2020
DC-500,District of Columbia CoC,2021,1656.42,1025.47,5111,4430,681,2021,2020
DC-500,District of Columbia CoC,2022,1796.02,1118.6,4410,3720,690,2022,2020
DC-500,District of Columbia CoC,2023,1856.92,1164.72,4922,4097,825,2023,2020
DC-500,District of Columbia CoC,2024,1899.47,1193.08,5616,4716,900,2024,2020
DE-500,Delaware Statewide CoC,2010,773.36,585.11,982,930,52,2010,2010
DE-500,Delaware Statewide CoC,2011,796.45,608.62,1035,1013,22,2011,2010
DE-500,Delaware Statewide CoC,2012,800.26,610.15,1008,986,22,2012,2010
DE-500,Delaware Statewide CoC,2013,822.69,623.84,946,936,10,2013,2010
DE-500,Delaware Statewide CoC,2014,832.9,640.48,901,864,37,2014,2010
DE-500,Delaware Statewide CoC,2015,847.39,644.2,953,916,37,2015,2010
DE-500,Delaware Statewide CoC,2016,874.49,661.43,1070,1019,51,2016,2010
DE-500,Delaware Statewide CoC,2017,902.9,687.38,994,936,58,2017,2010
DE-500,Delaware Statewide CoC,2018,942.61,708.73,1082,989,93,2018,2010
DE-500,Delaware Statewide CoC,2019,968.38,726.64,921,826,95,2019,2010
DE-500,Delaware Statewide CoC,2020,990.25,737.79,1165,1015,150,2020,2020
DE-500,Delaware Statewide CoC,2021,1036.49,776.71,1579,1579,0,2021,2020
DE-500,Delaware Statewide CoC,2022,1110.92,830.22,2369,2215,154,2022,2020
DE-500,Delaware Statewide CoC,2023,1160.42,867.15,1245,1047,198,2023,2020
DE-500,Delaware Statewide CoC,2024,1219.73,898.3,1358,1120,238,2024,2020
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2010,859.28,658.03,1999,348,1651,2010,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2011,863.85,659.74,1152,895,257,2011,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2012,853.84,652.47,921,664,257,2012,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2013,854.21,654.02,1049,563,486,2013,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2014,866.51,655.56,1377,780,597,2014,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2015,889.28,661.34,1198,721,477,2015,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2016,920.87,687.61,1468,804,664,2016,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2017,975.68,718.33,1447,785,662,2017,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2018,1044.8,747.12,1192,740,452,2018,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2019,1102.04,801.64,1135,735,400,2019,2010
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2020,1162.31,844.98,1044,681,363,2020,2020
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2021,1240.88,906.29,526,526,0,2021,2020
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2022,1379.35,1003.36,1138,624,514,2022,2020
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2023,1492.86,1088.7,1150,630,520,2023,2020
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2024,1616.07,1151.86,1157,503,654,2024,2020
FL-501,Tampa/Hillsborough County CoC,2010,790.68,612.16,7473,726,6747,2010,2010
FL-501,Tampa/Hillsborough County CoC,2011,811.73,625.23,7336,889,6447,2011,2010
FL-501,Tampa/Hillsborough County CoC,2012,823.9,623.48,7419,972,6447,2012,2010
FL-501,Tampa/Hillsborough County CoC,2013,836.81,629.31,1909,965,944,2013,2010
FL-501,Tampa/Hillsborough County CoC,2014,849.3,638.01,1944,853,1091,2014,2010
FL-501,Tampa/Hillsborough County CoC,2015,863.1,642.36,1931,1175,756,2015,2010
FL-501,Tampa/Hillsborough County CoC,2016,898.59,666.65,1817,1048,769,2016,2010
FL-501,Tampa/Hillsborough County CoC,2017,931.41,696.78,1549,982,567,2017,2010
FL-501,Tampa/Hillsborough County CoC,2018,983.64,728.72,1795,1155,640,2018,2010
FL-501,Tampa/Hillsborough County CoC,2019,1032.03,766.6,1650,978,672,2019,2010
FL-501,Tampa/Hillsborough County CoC,2020,1085.48,804.34,1452,840,612,2020,2020
FL-501,Tampa/Hillsborough County CoC,2021,1159.17,856.52,870,870,0,2021,2020
FL-501,Tampa/Hillsborough County CoC,2022,1299.5,958.9,1513,925,588,2022,2020
FL-501,Tampa/Hillsborough County CoC,2023,1405.63,1031.97,2040,905,1135,2023,2020
FL-501,Tampa/Hillsborough County CoC,2024,1515.48,1095.57,1893,871,1022,2024,2020
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2010,754.25,597.01,3948,1791,2157,2010,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2011,773.71,615.9,3890,1870,2020,2011,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2012,792.0,622.55,3971,1951,2020,2012,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2013,797.71,624.44,3913,1826,2087,2013,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2014,802.82,628.91,3391,2213,1178,2014,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2015,807.08,629.08,3387,2215,1172,2015,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2016,823.3,641.24,2777,1638,1139,2016,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2017,854.8,664.42,2831,1679,1152,2017,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2018,900.69,693.72,2612,1647,965,2018,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2019,946.04,729.29,2415,1581,834,2019,2010
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2020,1009.34,776.06,2226,1418,808,2020,2020
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2021,1082.6,828.17,2307,1305,1002,2021,2020
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2022,1215.63,919.09,1985,1341,644,2022,2020
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2023,1342.89,1012.22,2144,1498,646,2023,2020
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2024,1463.2,1064.88,2110,1389,721,2024,2020
FL-503,Lakeland/Polk County CoC,2010,661.09,494.82,820,443,377,2010,2010
FL-503,Lakeland/Polk County CoC,2011,679.5,510.11,1100,498,602,2011,2010
FL-503,Lakeland/Polk County CoC,2012,688.33,516.76,881,297,584,2012,2010
FL-503,Lakeland/Polk County CoC,2013,687.56,517.66,520,325,195,2013,2010
FL-503,Lakeland/Polk County CoC,2014,698.55,527.03,536,248,288,2014,2010
FL-503,Lakeland/Polk County CoC,2015,705.17,531.55,464,227,237,2015,2010
FL-503,Lakeland/Polk County CoC,2016,719.6,542.95,635,375,260,2016,2010
FL-503,Lakeland/Polk County CoC,2017,741.36,557.23,512,363,149,2017,2010
FL-503,Lakeland/Polk County CoC,2018,783.42,579.21,552,418,134,2018,2010
FL-503,Lakeland/Polk County CoC,2019,829.23,596.83,563,449,114,2019,2010
FL-503,Lakeland/Polk County CoC,2020,866.42,613.12,612,422,190,2020,2020
FL-503,Lakeland/Polk County CoC,2021,929.16,658.99,385,385,0,2021,2020
FL-503,Lakeland/Polk County CoC,2022,1029.19,735.18,506,378,128,2022,2020
FL-503,Lakeland/Polk County CoC,2023,1109.2,774.63,776,604,172,2023,2020
FL-503,Lakeland/Polk County CoC,2024,1184.65,811.74,1207,549,658,2024,2020
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2010,750.9,601.44,2155,703,1452,2010,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2011,776.06,607.57,2210,535,1675,2011,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2012,778.37,606.26,2384,503,1881,2012,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2013,777.44,608.15,2176,693,1483,2013,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2014,791.99,618.44,1633,608,1025,2014,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2015,794.98,624.53,1325,550,775,2015,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2016,813.88,637.07,1005,424,581,2016,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2017,844.06,666.52,753,305,448,2017,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2018,888.51,700.85,683,277,406,2018,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2019,924.03,724.85,875,368,507,2019,2010
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2020,975.9,760.63,904,451,453,2020,2020
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2021,1032.31,804.31,694,359,335,2021,2020
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2022,1158.97,878.76,865,463,402,2022,2020
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2023,1259.61,944.44,1053,470,583,2023,2020
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2024,1337.82,1002.5,1164,378,786,2024,2020
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2010,762.82,555.15,2262,471,1791,2010,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2011,794.24,577.48,2764,475,2289,2011,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2012,798.75,580.78,2438,510,1928,2012,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2013,793.93,582.88,1658,383,1275,2013,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2014,813.26,584.15,1577,302,1275,2014,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2015,832.83,591.25,683,272,411,2015,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2016,829.3,601.4,629,272,357,2016,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2017,850.01,609.69,401,130,271,2017,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2018,890.46,627.16,495,83,412,2018,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2019,930.67,651.02,399,165,234,2019,2010
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2020,983.22,674.96,351,96,255,2020,2020
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2021,1054.74,726.59,73,73,0,2021,2020
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2022,1195.94,818.83,403,169,234,2022,2020
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2023,1293.28,880.7,395,138,257,2023,2020
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2024,1389.47,956.37,391,141,250,2024,2020
FL-506,Tallahassee/Leon County CoC,2010,651.5,487.53,640,536,104,2010,2010
FL-506,Tallahassee/Leon County CoC,2011,679.36,506.55,787,728,59,2011,2010
FL-506,Tallahassee/Leon County CoC,2012,687.29,511.99,797,738,59,2012,2010
FL-506,Tallahassee/Leon County CoC,2013,689.83,516.76,974,749,225,2013,2010
FL-506,Tallahassee/Leon County CoC,2014,702.78,517.49,805,617,188,2014,2010
FL-506,Tallahassee/Leon County CoC,2015,705.95,523.16,863,646,217,2015,2010
FL-506,Tallahassee/Leon County CoC,2016,720.88,537.24,869,721,148,2016,2010
FL-506,Tallahassee/Leon County CoC,2017,734.18,547.33,1072,950,122,2017,2010
FL-506,Tallahassee/Leon County CoC,2018,755.07,566.81,909,810,99,2018,2010
FL-506,Tallahassee/Leon County CoC,2019,773.13,582.9,966,875,91,2019,2010
FL-506,Tallahassee/Leon County CoC,2020,795.11,591.12,805,696,109,2020,2020
FL-506,Tallahassee/Leon County CoC,2021,838.61,620.61,621,530,91,2021,2020
FL-506,Tallahassee/Leon County CoC,2022,910.37,663.99,621,457,164,2022,2020
FL-506,Tallahassee/Leon County CoC,2023,963.6,704.93,801,532,269,2023,2020
FL-506,Tallahassee/Leon County CoC,2024,1011.74,735.86,840,624,216,2024,2020
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2010,862.04,686.21,4041,2065,1976,2010,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2011,874.77,696.37,4515,2127,2388,2011,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2012,870.98,689.23,3661,2218,1443,2012,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2013,874.98,692.09,4378,2321,2057,2013,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2014,883.78,704.99,2254,1988,266,2014,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2015,896.68,711.23,2112,1820,292,2015,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2016,926.41,733.27,1670,1537,133,2016,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2017,970.92,765.0,2074,1734,340,2017,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2018,1029.59,797.82,2053,1693,360,2018,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2019,1083.32,839.12,2010,1674,336,2019,2010
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2020,1152.53,888.61,2007,1548,459,2020,2020
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2021,1239.82,947.58,1544,1544,0,2021,2020
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2022,1378.13,1057.1,2151,1725,426,2022,2020
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2023,1489.61,1140.95,2258,1671,587,2023,2020
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2024,1595.52,1225.7,2776,1682,1094,2024,2020
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2010,662.95,479.79,1019,297,722,2010,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2011,686.88,494.64,1179,439,740,2011,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2012,700.37,508.86,1814,389,1425,2012,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2013,692.38,508.31,1718,413,1305,2013,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2014,696.07,508.6,1256,368,888,2014,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2015,692.15,507.48,870,317,553,2015,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2016,702.91,514.54,844,419,425,2016,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2017,714.3,524.06,819,373,446,2017,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2018,749.68,540.94,756,323,433,2018,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2019,774.58,548.11,804,306,498,2019,2010
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2020,799.23,567.15,880,279,601,2020,2020
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2021,860.26,605.9,677,313,364,2021,2020
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2022,974.93,663.51,925,338,587,2022,2020
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2023,1022.84,704.34,1006,308,698,2023,2020
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2024,1095.19,735.93,752,308,444,2024,2020
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2010,834.12,635.39,2160,186,1974,2010,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2011,836.09,626.17,1683,194,1489,2011,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2012,803.88,617.35,1724,179,1545,2012,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2013,798.29,611.32,2240,224,2016,2013,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2014,801.13,611.41,2591,249,2342,2014,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2015,818.24,620.87,2412,236,2176,2015,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2016,847.4,643.1,2382,248,2134,2016,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2017,897.95,666.33,1732,183,1549,2017,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2018,964.08,705.11,1542,513,1029,2018,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2019,1006.38,729.86,1499,154,1345,2019,2010
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2020,1048.06,763.81,1379,188,1191,2020,2020
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2021,1114.0,804.08,814,121,693,2021,2020
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2022,1233.27,874.36,846,147,699,2022,2020
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2023,1297.21,934.43,925,185,740,2023,2020
