msa_id,msa_name,year,coc_id,coc_name,percentage_overlap
45780,"Toledo, OH",2019,OH-507,Ohio Balance of State CoC,63.301111386182505
45780,"Toledo, OH",2019,OH-501,Toledo/Lucas County CoC,21.312752548856036
46060,"Tucson, AZ",2019,AZ-501,Tucson/Pima County CoC,98.67870069563173
46140,"Tulsa, OK",2019,OK-500,North Central Oklahoma CoC,59.197647267975874
46140,"Tulsa, OK",2019,OK-505,Northeast Oklahoma CoC,19.514606716146925
46140,"Tulsa, OK",2019,OK-507,Southeastern Oklahoma Regional CoC,10.873500174324645
46140,"Tulsa, OK",2019,OK-501,Tulsa City & County CoC,10.414245834604902
46520,"Urban Honolulu, HI",2019,HI-501,Honolulu City and County CoC,27.85175696387881
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2019,VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",25.055266426171535
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2019,NC-503,North Carolina Balance of State CoC,18.570404716170703
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2019,VA-521,Virginia Balance of State CoC,12.92666369058849
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2019,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",8.883980370685892
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2019,VA-503,Virginia Beach CoC,5.772943599943354
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,VA-521,Virginia Balance of State CoC,20.540444263068615
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,MD-514,Maryland Balance of State CoC,17.821882910570043
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",11.028627226203263
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,VA-602,Loudoun County CoC,8.227236160475847
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,MD-601,Montgomery County CoC,7.999537882607662
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,MD-600,Prince George's County CoC,7.696489817272766
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,VA-601,Fairfax County CoC,6.397899132618735
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,VA-513,"Harrisonburg, Winchester/Western Virginia CoC",6.2499427982528415
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,VA-604,Prince William County CoC,5.574199485821005
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,WV-508,West Virginia Balance of State CoC,3.3403910096461993
48620,"Wichita, KS",2019,KS-507,Kansas Balance of State CoC,75.86600579489789
48620,"Wichita, KS",2019,KS-502,Wichita/Sedgwick County CoC,24.133994198219447
49180,"Winston-Salem, NC",2019,NC-503,North Carolina Balance of State CoC,79.66727403132201
49180,"Winston-Salem, NC",2019,NC-500,Winston-Salem/Forsyth County CoC,20.181092070714087
49340,"Worcester, MA",2019,MA-506,Worcester City & County CoC,99.99999990029467
