msa_rank,msa_id,msa_name,msa_population,year,coc_id,coc_name,coc_contained_in_msa_percent,containment_threshold_percent,msa_covered_by_coc_percent,intersection_area,coc_area,msa_area,boundary_vintage,county_vintage,definition_version,ranking_population_source,ranking_reference_year,top_n
35,17410,"Cleveland, OH",2165775.0,2025,OH-502,Cleveland/Cuyahoga County CoC,99.99999995957464,95.0,8.588488019498866,1189459974.431745,1189459974.9125886,13849468867.293703,2025,2023,census_msa_2023,pep,2025,100
36,41940,"San Jose-Sunnyvale-Santa Clara, CA",1984473.0,2025,CA-500,San Jose/Santa Clara City & County CoC,99.99999989950204,95.0,48.187963245537894,3362941334.7362013,3362941338.1158886,6978799493.144385,2025,2023,census_msa_2023,pep,2025,100
37,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",1797213.0,2025,VA-507,Portsmouth CoC,99.99999999999986,95.0,0.8070001795936338,95172850.96886198,95172850.96886212,11793411374.05774,2025,2023,census_msa_2023,pep,2025,100
37,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",1797213.0,2025,VA-503,Virginia Beach CoC,99.99999999999946,95.0,5.772943599943352,680826987.1336576,680826987.1336613,11793411374.05774,2025,2023,census_msa_2023,pep,2025,100
37,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",1797213.0,2025,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",99.99999995229297,95.0,8.883980370685888,1047724351.5055265,1047724352.0053648,11793411374.05774,2025,2023,census_msa_2023,pep,2025,100
38,27260,"Jacksonville, FL",1785500.0,2025,FL-512,St. Johns County CoC,99.99999996567313,95.0,17.814557010073194,1706438476.14086,1706438476.726627,9578899296.659237,2025,2023,census_msa_2023,pep,2025,100
38,27260,"Jacksonville, FL",1785500.0,2025,FL-510,"Jacksonville-Duval, Clay Counties CoC",99.99999993957826,95.0,58.392607204417146,5593369040.804905,5593369044.184516,9578899296.659237,2025,2023,census_msa_2023,pep,2025,100
39,39300,"Providence-Warwick, RI-MA",1708161.0,2025,MA-515,Fall River CoC,99.99999999999999,95.0,1.758581963430023,101847606.88131705,101847606.88131706,5791462041.534224,2025,2023,census_msa_2023,pep,2025,100
39,39300,"Providence-Warwick, RI-MA",1708161.0,2025,RI-500,Rhode Island Statewide CoC,99.99999995855073,95.0,48.60596273072068,2814995881.4719596,2814995882.638755,5791462041.534224,2025,2023,census_msa_2023,pep,2025,100
39,39300,"Providence-Warwick, RI-MA",1708161.0,2025,MA-505,"New Bedford, Attleboro, Taunton/Bristol County CoC",99.99999993088207,95.0,24.054024788142645,1393079715.0665143,1393079716.0293822,5791462041.534224,2025,2023,census_msa_2023,pep,2025,100
40,39580,"Raleigh-Cary, NC",1595720.0,2025,NC-507,Raleigh/Wake County CoC,99.7160721257797,95.0,39.922957370734444,2220238514.6817527,2226560340.123698,5561307730.948059,2025,2023,census_msa_2023,pep,2025,100
41,33340,"Milwaukee-Waukesha, WI",1575010.0,2025,WI-501,Milwaukee City & County CoC,99.99999996309992,95.0,7.315460061065697,629400289.9737368,629400290.205986,8603700720.38979,2025,2023,census_msa_2023,pep,2025,100
42,36420,"Oklahoma City, OK",1512813.0,2025,OK-504,Norman/Cleveland County CoC,99.99999995926439,95.0,7.738806306815802,1118755805.3891041,1118755805.8448362,14456438900.709812,2025,2023,census_msa_2023,pep,2025,100
42,36420,"Oklahoma City, OK",1512813.0,2025,OK-502,Oklahoma City CoC,99.92096509992481,95.0,11.113139537679928,1606564227.2153237,1607834977.9835467,14456438900.709812,2025,2023,census_msa_2023,pep,2025,100
43,31140,"Louisville/Jefferson County, KY-IN",1402509.0,2025,KY-501,Louisville-Jefferson County CoC,99.99999999801476,95.0,9.841642798978187,1029781411.0470338,1029781411.0674775,10463511347.454628,2025,2023,census_msa_2023,pep,2025,100
44,40060,"Richmond, VA",1389338.0,2025,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",99.99999995117126,95.0,48.43094447974703,5634642330.847102,5634642333.598427,11634384568.327818,2025,2023,census_msa_2023,pep,2025,100
45,32820,"Memphis, TN-MS-AR",1341412.0,2025,TN-501,Memphis/Shelby County CoC,99.99999999909537,95.0,15.314188228605504,2023033350.7952206,2023033350.8135216,13210189927.11856,2025,2023,census_msa_2023,pep,2025,100
46,41620,"Salt Lake City-Murray, UT",1308377.0,2025,UT-500,Salt Lake City & County CoC,99.20989304932564,95.0,9.957003891342337,2086731529.800791,2103350246.2937846,20957424066.241596,2025,2023,census_msa_2023,pep,2025,100
47,23420,"Fresno, CA",1203383.0,2025,CA-514,Fresno City & County/Madera County CoC,99.9999999559684,95.0,99.9999999556066,21145613646.183308,21145613655.494057,21145613655.570564,2025,2023,census_msa_2023,pep,2025,100
48,13820,"Birmingham, AL",1197766.0,2025,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",99.99999995391313,95.0,48.19324833379959,6702546439.921177,6702546443.010171,13907646136.44117,2025,2023,census_msa_2023,pep,2025,100
49,24340,"Grand Rapids-Wyoming-Kentwood, MI",1183645.0,2025,MI-506,"Grand Rapids, Wyoming/Kent County CoC",99.94306068029533,95.0,19.901968439000516,2258319914.894344,2259606519.474535,11347218853.33146,2025,2023,census_msa_2023,pep,2025,100
49,24340,"Grand Rapids-Wyoming-Kentwood, MI",1183645.0,2025,MI-519,Holland/Ottawa County CoC,98.58059678671214,95.0,13.161896791071538,1493509234.132498,1515013382.7692661,11347218853.33146,2025,2023,census_msa_2023,pep,2025,100
52,46060,"Tucson, AZ",1074685.0,2025,AZ-501,Tucson/Pima County CoC,99.99999945832276,95.0,98.67870069563159,23489175360.747562,23489175487.983078,23803693396.002937,2025,2023,census_msa_2023,pep,2025,100
53,46140,"Tulsa, OK",1069273.0,2025,OK-501,Tulsa City & County CoC,99.99999998656932,95.0,10.414245834604856,1742489392.8116329,1742489393.045661,16731786636.163534,2025,2023,census_msa_2023,pep,2025,100
54,40380,"Rochester, NY",1056149.0,2025,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",99.999999971548,95.0,13.670568471270695,1724268796.5322459,1724268797.022835,12612999965.26021,2025,2023,census_msa_2023,pep,2025,100
56,36540,"Omaha, NE-IA",1009836.0,2025,NE-501,"Omaha, Council Bluffs CoC",99.99999997421929,95.0,35.07930498610811,4004160135.984906,4004160137.017207,11414593697.25429,2025,2023,census_msa_2023,pep,2025,100
57,46520,"Urban Honolulu, HI",988703.0,2025,HI-501,Honolulu City and County CoC,100.00000000000003,95.0,27.85175696387881,1562619498.7124257,1562619498.7124255,5610488059.115986,2025,2023,census_msa_2023,pep,2025,100
58,14860,"Bridgeport-Stamford-Danbury, CT",978179.0,2025,CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",99.99999989339155,95.0,78.36968115017152,1798756662.6338792,1798756664.5515058,2295220085.414297,2025,2023,census_msa_2023,pep,2025,100
59,35380,"New Orleans-Metairie, LA",970849.0,2025,LA-503,New Orleans/Jefferson Parish CoC,99.99999994107277,95.0,12.384722876450171,2172871790.7949376,2172871792.0753508,17544775224.052063,2025,2023,census_msa_2023,pep,2025,100
60,28940,"Knoxville, TN",968137.0,2025,TN-502,Knoxville/Knox County CoC,99.99999996427647,95.0,14.409379376936545,1362130680.4134815,1362130680.9000826,9453083611.593218,2025,2023,census_msa_2023,pep,2025,100
61,35840,"North Port-Bradenton-Sarasota, FL",948158.0,2025,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",99.99999994780403,95.0,68.66015015289483,3449142027.033471,3449142028.833784,5023499102.977201,2025,2023,census_msa_2023,pep,2025,100
62,12540,"Bakersfield-Delano, CA",927068.0,2025,CA-604,Bakersfield/Kern County CoC,99.99999996040353,95.0,99.99999996127352,21147038921.04613,21147038929.419613,21147038929.235638,2025,2023,census_msa_2023,pep,2025,100
63,10740,"Albuquerque, NM",925279.0,2025,NM-500,Albuquerque CoC,99.99999999999912,95.0,2.0326541329069028,489375702.95982206,489375702.95982635,24075699600.697186,2025,2023,census_msa_2023,pep,2025,100
65,10580,"Albany-Schenectady-Troy, NY",915835.0,2025,NY-503,Albany City & County CoC,99.99999996552152,95.0,18.528844411158204,1381245392.092029,1381245392.5682614,7454568463.321075,2025,2023,census_msa_2023,pep,2025,100
65,10580,"Albany-Schenectady-Troy, NY",915835.0,2025,NY-507,Schenectady City & County CoC,99.99999996236981,95.0,7.276835002682519,542456647.2378803,542456647.4420078,7454568463.321075,2025,2023,census_msa_2023,pep,2025,100
65,10580,"Albany-Schenectady-Troy, NY",915835.0,2025,NY-512,Troy/Rensselaer County CoC,99.99999990622597,95.0,23.118517693354434,1723385729.1561027,1723385730.772191,7454568463.321075,2025,2023,census_msa_2023,pep,2025,100
68,49340,"Worcester, MA",888502.0,2025,MA-506,Worcester City & County CoC,99.99999990161749,95.0,99.999999900295,4089986758.8700504,4089986762.8938823,4089986762.947972,2025,2023,census_msa_2023,pep,2025,100
70,21340,"El Paso, TX",881291.0,2025,TX-603,El Paso City & County CoC,99.99999991080257,95.0,18.172664624829803,2629451545.3666577,2629451547.712061,14469267989.318235,2025,2023,census_msa_2023,pep,2025,100
72,15980,"Cape Coral-Fort Myers, FL",875607.0,2025,FL-603,"Ft Myers, Cape Coral/Lee County CoC",99.99999990967224,95.0,54.04891926981536,2120547645.4857202,2120547647.4011633,3923385840.334425,2025,2023,census_msa_2023,pep,2025,100
73,29460,"Lakeland-Winter Haven, FL",874790.0,2025,FL-503,Lakeland/Polk County CoC,99.99999990758485,95.0,99.99999990303988,5206944202.914245,5206944207.72625,5206944207.962904,2025,2023,census_msa_2023,pep,2025,100
74,14260,"Boise City, ID",864243.0,2025,ID-500,Boise/Ada County CoC,99.99999996803695,95.0,8.963107209125532,2746864547.250348,2746864548.1283298,30646342648.38098,2025,2023,census_msa_2023,pep,2025,100
75,37100,"Oxnard-Thousand Oaks-Ventura, CA",830851.0,2025,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",99.99999994170271,95.0,84.08820093094329,4805608232.68713,4805608235.488669,5714961408.954027,2025,2023,census_msa_2023,pep,2025,100
76,19430,"Dayton-Kettering-Beavercreek, OH",826554.0,2025,OH-505,"Dayton, Kettering/Montgomery County CoC",99.25130978957675,95.0,36.21344563275748,1210056123.2247732,1219184034.7399142,3341455368.5280824,2025,2023,census_msa_2023,pep,2025,100
77,44700,"Stockton-Lodi, CA",823815.0,2025,CA-511,Stockton/San Joaquin County CoC,99.99999989876225,95.0,99.99999989513493,3694879828.8801146,3694879832.6207275,3694879832.7547526,2025,2023,census_msa_2023,pep,2025,100
78,24660,"Greensboro-High Point, NC",805945.0,2025,NC-504,"Greensboro, High Point/Guilford County CoC",99.53035071051113,95.0,32.4546404066319,1698272752.2222166,1706286313.7714903,5232757876.667724,2025,2023,census_msa_2023,pep,2025,100
79,17820,"Colorado Springs, CO",781796.0,2025,CO-504,Colorado Springs/El Paso County CoC,99.99999995104542,95.0,79.21717709543607,5515421733.97436,5515421736.674412,6962406306.563681,2025,2023,census_msa_2023,pep,2025,100
82,19780,"Des Moines-West Des Moines, IA",758539.0,2025,IA-502,Des Moines/Polk County CoC,99.99999997079897,95.0,17.34767943179755,1637555625.7712047,1637555626.2493877,9439623508.200386,2025,2023,census_msa_2023,pep,2025,100
83,19660,"Deltona-Daytona Beach-Ormond Beach, FL",746933.0,2025,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",99.9999999152418,95.0,86.1372864014452,4469177646.116375,4469177649.904369,5188435615.776946,2025,2023,census_msa_2023,pep,2025,100
84,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",718377.0,2025,NY-601,Poughkeepsie/Dutchess County CoC,99.99999988518694,95.0,49.60868862952769,2137505406.317035,2137505408.7711704,4308731928.553269,2025,2023,census_msa_2023,pep,2025,100
84,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",718377.0,2025,NY-602,"Newburgh, Middletown/Orange County CoC",99.99999825903969,95.0,50.383189355780274,2170876566.395957,2170876604.1900573,4308731928.553269,2025,2023,census_msa_2023,pep,2025,100
85,49180,"Winston-Salem, NC",712206.0,2025,NC-500,Winston-Salem/Forsyth County CoC,99.99999997426981,95.0,20.18109207071411,1066532160.4284358,1066532160.7028565,5284808952.317,2025,2023,census_msa_2023,pep,2025,100
86,31540,"Madison, WI",709685.0,2025,WI-503,Madison/Dane County CoC,99.98693843313373,95.0,36.567714110308316,3206966010.6298184,3207384945.359115,8769938424.25,2025,2023,census_msa_2023,pep,2025,100
87,10420,"Akron, OH",701780.0,2025,OH-506,"Akron, Barberton/Summit County CoC",99.9980770021986,95.0,45.57096191576644,1090806194.8380046,1090827171.4205282,2393643120.4903145,2025,2023,census_msa_2023,pep,2025,100
89,37340,"Palm Bay-Melbourne-Titusville, FL",663982.0,2025,FL-513,"Palm Bay, Melbourne/Brevard County CoC",99.99999992287195,95.0,68.18451089899125,2749683335.7126966,2749683337.8334737,4032709627.830412,2025,2023,census_msa_2023,pep,2025,100
90,48620,"Wichita, KS",663809.0,2025,KS-502,Wichita/Sedgwick County CoC,99.9999999695128,95.0,24.133994198219348,2613610744.190168,2613610744.9869847,10829582218.02757,2025,2023,census_msa_2023,pep,2025,100
92,12260,"Augusta-Richmond County, GA-SC",641231.0,2025,GA-504,Augusta-Richmond County CoC,99.99999998381844,95.0,9.173190414631637,851031902.4899889,851031902.6276991,9277381848.877312,2025,2023,census_msa_2023,pep,2025,100
93,20500,"Durham-Chapel Hill, NC",625485.0,2025,NC-513,Chapel Hill/Orange County CoC,99.9999999447441,95.0,22.21005157472834,1042298433.2424154,1042298433.8183469,4692913160.22153,2025,2023,census_msa_2023,pep,2025,100
93,20500,"Durham-Chapel Hill, NC",625485.0,2025,NC-502,Durham City & County CoC,99.90621617415718,95.0,16.324287563597974,766084639.3844959,766803777.3035583,4692913160.22153,2025,2023,census_msa_2023,pep,2025,100
95,25420,"Harrisburg-Carlisle, PA",617427.0,2025,PA-501,Harrisburg/Dauphin County CoC,99.99999989202534,95.0,31.846124137790188,1372489145.0004952,1372489146.4824357,4309752543.39297,2025,2023,census_msa_2023,pep,2025,100
97,44060,"Spokane-Spokane Valley, WA",608012.0,2025,WA-502,Spokane City & County CoC,99.99999994782108,95.0,41.21697634027509,4612726653.748998,4612726656.155869,11191327126.15234,2025,2023,census_msa_2023,pep,2025,100
98,45780,"Toledo, OH",599376.0,2025,OH-501,Toledo/Lucas County CoC,99.99999992309364,95.0,21.312752548856,896214195.8719836,896214196.5612293,4205060767.338987,2025,2023,census_msa_2023,pep,2025,100
