coc_id,coc_name,year,median_contract_rent_2019_dollars,first_quartile_contract_rent_2019_dollars,pit_total,pit_sheltered,pit_unsheltered,acs5_vintage_used,tract_vintage_used,cpi_u_adjustment_factor
CA-607,Pasadena CoC,2017,1501.63,1085.74,575,228,347,2017,2010,1.04298711
CA-607,Pasadena CoC,2018,1548.81,1105.95,677,215,462,2018,2010,1.01811977
CA-607,Pasadena CoC,2019,1613.02,1164.87,542,221,321,2019,2010,1.0
CA-608,Riverside City & County CoC,2010,1193.21,860.18,3126,1083,2043,2010,2010,1.17243736
CA-608,Riverside City & County CoC,2011,1184.83,852.93,6203,1113,5090,2011,2010,1.13656147
CA-608,Riverside City & County CoC,2012,1180.63,846.41,6096,1006,5090,2012,2010,1.11351777
CA-608,Riverside City & County CoC,2013,1172.09,838.91,2978,1090,1888,2013,2010,1.09744288
CA-608,Riverside City & County CoC,2014,1162.44,832.42,2945,1057,1888,2014,2010,1.07992447
CA-608,Riverside City & County CoC,2015,1172.76,825.5,2372,884,1488,2015,2010,1.07864415
CA-608,Riverside City & County CoC,2016,1190.51,839.55,2165,814,1351,2016,2010,1.06520643
CA-608,Riverside City & County CoC,2017,1201.15,846.98,2406,768,1638,2017,2010,1.04298711
CA-608,Riverside City & County CoC,2018,1222.84,852.61,2316,631,1685,2018,2010,1.01811977
CA-608,Riverside City & County CoC,2019,1254.0,871.06,2811,766,2045,2019,2010,1.0
CA-609,San Bernardino City & County CoC,2010,1133.31,836.22,2026,768,1258,2010,2010,1.17243736
CA-609,San Bernardino City & County CoC,2011,1131.47,830.6,2825,1133,1692,2011,2010,1.13656147
CA-609,San Bernardino City & County CoC,2012,1113.32,810.44,2532,840,1692,2012,2010,1.11351777
CA-609,San Bernardino City & County CoC,2013,1099.43,808.76,2321,1074,1247,2013,2010,1.09744288
CA-609,San Bernardino City & County CoC,2014,1093.73,805.81,2315,1068,1247,2014,2010,1.07992447
CA-609,San Bernardino City & County CoC,2015,1099.84,803.12,2149,838,1311,2015,2010,1.07864415
CA-609,San Bernardino City & County CoC,2016,1112.02,808.01,1887,696,1191,2016,2010,1.06520643
CA-609,San Bernardino City & County CoC,2017,1126.87,810.7,1866,687,1179,2017,2010,1.04298711
CA-609,San Bernardino City & County CoC,2018,1148.06,813.56,2118,675,1443,2018,2010,1.01811977
CA-609,San Bernardino City & County CoC,2019,1179.82,831.42,2607,687,1920,2019,2010,1.0
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2010,1537.72,1090.43,1815,524,1291,2010,2010,1.17243736
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2011,1533.16,1094.52,1810,830,980,2011,2010,1.13656147
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2012,1525.55,1105.86,1926,683,1243,2012,2010,1.11351777
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2013,1524.7,1113.39,1674,600,1074,2013,2010,1.09744288
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2014,1523.46,1106.85,1428,518,910,2014,2010,1.07992447
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2015,1553.74,1127.55,1417,460,957,2015,2010,1.07864415
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2016,1584.22,1148.44,1271,494,777,2016,2010,1.06520643
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2017,1615.8,1167.91,1152,488,664,2017,2010,1.04298711
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2018,1638.9,1206.85,1308,478,830,2018,2010,1.01811977
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2019,1680.51,1244.76,1669,411,1258,2019,2010,1.0
CA-612,Glendale CoC,2010,1332.5,1053.6,428,300,128,2010,2010,1.17243736
CA-612,Glendale CoC,2011,1325.71,1041.41,412,291,121,2011,2010,1.13656147
CA-612,Glendale CoC,2012,1326.36,1051.61,299,179,120,2012,2010,1.11351777
CA-612,Glendale CoC,2013,1315.71,1041.91,318,211,107,2013,2010,1.09744288
CA-612,Glendale CoC,2014,1312.37,1033.55,292,185,107,2014,2010,1.07992447
CA-612,Glendale CoC,2015,1317.2,1034.61,208,86,122,2015,2010,1.07864415
CA-612,Glendale CoC,2016,1346.61,1056.72,240,185,55,2016,2010,1.06520643
CA-612,Glendale CoC,2017,1390.82,1081.04,168,111,57,2017,2010,1.04298711
CA-612,Glendale CoC,2018,1425.66,1109.08,260,104,156,2018,2010,1.01811977
CA-612,Glendale CoC,2019,1482.63,1143.95,243,96,147,2019,2010,1.0
CA-613,Imperial County CoC,2010,671.97,470.09,505,157,348,2010,2010,1.17243736
CA-613,Imperial County CoC,2011,664.13,466.3,508,194,314,2011,2010,1.13656147
CA-613,Imperial County CoC,2012,677.06,483.51,239,136,103,2012,2010,1.11351777
CA-613,Imperial County CoC,2013,690.5,484.66,252,148,104,2013,2010,1.09744288
CA-613,Imperial County CoC,2014,710.54,495.5,298,164,134,2014,2010,1.07992447
CA-613,Imperial County CoC,2015,710.95,491.37,554,190,364,2015,2010,1.07864415
CA-613,Imperial County CoC,2016,719.7,494.74,380,128,252,2016,2010,1.06520643
CA-613,Imperial County CoC,2017,708.79,501.79,1154,128,1026,2017,2010,1.04298711
CA-613,Imperial County CoC,2018,696.65,481.83,1493,160,1333,2018,2010,1.01811977
CA-613,Imperial County CoC,2019,689.82,484.04,1413,188,1225,2019,2010,1.0
CA-614,San Luis Obispo County CoC,2010,1203.8,908.25,3829,242,3587,2010,2010,1.17243736
CA-614,San Luis Obispo County CoC,2011,1226.36,924.48,2129,228,1901,2011,2010,1.13656147
CA-614,San Luis Obispo County CoC,2012,1240.27,932.91,2129,228,1901,2012,2010,1.11351777
CA-614,San Luis Obispo County CoC,2013,1246.84,933.81,2357,235,2122,2013,2010,1.09744288
CA-614,San Luis Obispo County CoC,2014,1257.56,925.07,2366,244,2122,2014,2010,1.07992447
CA-614,San Luis Obispo County CoC,2015,1275.1,930.85,1515,392,1123,2015,2010,1.07864415
CA-614,San Luis Obispo County CoC,2016,1265.27,934.2,1368,245,1123,2016,2010,1.06520643
CA-614,San Luis Obispo County CoC,2017,1316.69,947.08,1125,303,822,2017,2010,1.04298711
CA-614,San Luis Obispo County CoC,2018,1329.04,982.5,1095,273,822,2018,2010,1.01811977
CA-614,San Luis Obispo County CoC,2019,1379.19,1004.7,1483,311,1172,2019,2010,1.0
CO-500,Colorado Balance of State CoC,2010,796.34,516.24,5267,1087,4180,2010,2010,1.17243736
CO-500,Colorado Balance of State CoC,2011,802.37,518.27,9283,1015,8268,2011,2010,1.13656147
CO-500,Colorado Balance of State CoC,2012,801.23,521.25,9283,1015,8268,2012,2010,1.11351777
CO-500,Colorado Balance of State CoC,2013,797.87,523.36,2267,1262,1005,2013,2010,1.09744288
CO-500,Colorado Balance of State CoC,2014,781.34,525.84,2188,1183,1005,2014,2010,1.07992447
CO-500,Colorado Balance of State CoC,2015,792.18,537.27,3545,1714,1831,2015,2010,1.07864415
CO-500,Colorado Balance of State CoC,2016,801.05,537.85,3520,1689,1831,2016,2010,1.06520643
CO-500,Colorado Balance of State CoC,2017,797.94,534.06,4019,1511,2508,2017,2010,1.04298711
CO-500,Colorado Balance of State CoC,2018,803.95,523.68,3989,1481,2508,2018,2010,1.01811977
CO-500,Colorado Balance of State CoC,2019,829.89,523.63,2302,1504,798,2019,2010,1.0
CO-503,Metropolitan Denver CoC,2010,948.79,713.29,8752,7053,1699,2010,2010,1.17243736
CO-503,Metropolitan Denver CoC,2011,955.76,718.58,4809,4277,532,2011,2010,1.13656147
CO-503,Metropolitan Denver CoC,2012,972.57,721.63,6358,5394,964,2012,2010,1.11351777
CO-503,Metropolitan Denver CoC,2013,987.82,735.67,6316,5388,928,2013,2010,1.09744288
CO-503,Metropolitan Denver CoC,2014,1013.73,752.19,6621,5950,671,2014,2010,1.07992447
CO-503,Metropolitan Denver CoC,2015,1058.43,778.34,5335,4590,745,2015,2010,1.07864415
CO-503,Metropolitan Denver CoC,2016,1114.42,814.15,5728,4931,797,2016,2010,1.06520643
CO-503,Metropolitan Denver CoC,2017,1174.37,862.95,5506,4612,894,2017,2010,1.04298711
CO-503,Metropolitan Denver CoC,2018,1235.65,917.38,5317,4009,1308,2018,2010,1.01811977
CO-503,Metropolitan Denver CoC,2019,1299.04,971.44,5755,4809,946,2019,2010,1.0
CO-504,Colorado Springs/El Paso County CoC,2010,851.05,637.02,1463,891,572,2010,2010,1.17243736
CO-504,Colorado Springs/El Paso County CoC,2011,853.52,630.55,1024,854,170,2011,2010,1.13656147
CO-504,Colorado Springs/El Paso County CoC,2012,869.02,636.66,1127,851,276,2012,2010,1.11351777
CO-504,Colorado Springs/El Paso County CoC,2013,887.27,637.23,1171,941,230,2013,2010,1.09744288
CO-504,Colorado Springs/El Paso County CoC,2014,903.09,650.31,1219,950,269,2014,2010,1.07992447
CO-504,Colorado Springs/El Paso County CoC,2015,931.12,672.06,1073,830,243,2015,2010,1.07864415
CO-504,Colorado Springs/El Paso County CoC,2016,956.41,690.05,1302,991,311,2016,2010,1.06520643
CO-504,Colorado Springs/El Paso County CoC,2017,993.23,714.88,1415,958,457,2017,2010,1.04298711
CO-504,Colorado Springs/El Paso County CoC,2018,1016.44,736.38,1551,1038,513,2018,2010,1.01811977
CO-504,Colorado Springs/El Paso County CoC,2019,1053.36,762.05,1562,1118,444,2019,2010,1.0
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2010,861.13,644.22,,,,2010,2010,1.17243736
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2011,880.12,648.56,,,,2011,2010,1.13656147
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2012,890.98,665.56,,,,2012,2010,1.11351777
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2013,916.67,673.12,,,,2013,2010,1.09744288
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2014,930.68,679.74,,,,2014,2010,1.07992447
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2015,959.52,698.77,,,,2015,2010,1.07864415
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2016,986.22,719.94,,,,2016,2010,1.06520643
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2017,1012.33,738.67,,,,2017,2010,1.04298711
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2018,1067.46,756.63,,,,2018,2010,1.01811977
CO-505,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",2019,1112.55,801.97,,,,2019,2010,1.0
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2010,1265.87,823.81,944,839,105,2010,2010,1.17243736
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2011,1271.55,823.68,1005,844,161,2011,2010,1.13656147
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2012,1271.62,824.31,902,741,161,2012,2010,1.11351777
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2013,1267.74,847.72,1059,748,311,2013,2010,1.09744288
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2014,1272.36,854.66,1083,772,311,2014,2010,1.07992447
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2015,1324.9,873.49,913,773,140,2015,2010,1.07864415
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2016,1342.23,883.21,886,730,156,2016,2010,1.06520643
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2017,1357.11,888.21,778,696,82,2017,2010,1.04298711
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2018,1372.53,900.26,864,772,92,2018,2010,1.01811977
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",2019,1387.8,903.45,771,673,98,2019,2010,1.0
CT-505,Connecticut Balance of State CoC,2010,938.2,698.41,3372,2978,394,2010,2010,1.17243736
CT-505,Connecticut Balance of State CoC,2011,937.89,699.14,3451,2917,534,2011,2010,1.13656147
CT-505,Connecticut Balance of State CoC,2012,944.72,695.66,3307,2773,534,2012,2010,1.11351777
CT-505,Connecticut Balance of State CoC,2013,944.56,698.91,3389,2781,608,2013,2010,1.09744288
CT-505,Connecticut Balance of State CoC,2014,941.32,700.67,3367,2759,608,2014,2010,1.07992447
CT-505,Connecticut Balance of State CoC,2015,948.94,700.33,3134,2648,486,2015,2010,1.07864415
CT-505,Connecticut Balance of State CoC,2016,955.89,707.49,3016,2499,517,2016,2010,1.06520643
CT-505,Connecticut Balance of State CoC,2017,961.32,711.83,2610,2276,334,2017,2010,1.04298711
CT-505,Connecticut Balance of State CoC,2018,969.67,716.0,3112,2623,489,2018,2010,1.01811977
CT-505,Connecticut Balance of State CoC,2019,982.37,723.22,2262,1904,358,2019,2010,1.0
DC-500,District of Columbia CoC,2010,1219.92,760.75,6539,6109,430,2010,2010,1.17243736
DC-500,District of Columbia CoC,2011,1255.58,787.77,6546,6241,305,2011,2010,1.13656147
DC-500,District of Columbia CoC,2012,1286.39,808.39,6954,6275,679,2012,2010,1.11351777
DC-500,District of Columbia CoC,2013,1324.5,832.23,6865,6353,512,2013,2010,1.09744288
DC-500,District of Columbia CoC,2014,1374.24,858.97,7748,7352,396,2014,2010,1.07992447
DC-500,District of Columbia CoC,2015,1423.85,875.03,7298,6754,544,2015,2010,1.07864415
DC-500,District of Columbia CoC,2016,1438.35,887.29,8350,8032,318,2016,2010,1.06520643
DC-500,District of Columbia CoC,2017,1462.72,897.59,7473,6576,897,2017,2010,1.04298711
DC-500,District of Columbia CoC,2018,1492.35,921.46,6904,6304,600,2018,2010,1.01811977
DC-500,District of Columbia CoC,2019,1506.27,930.7,6521,5913,608,2019,2010,1.0
DE-500,Delaware Statewide CoC,2010,906.72,686.0,982,930,52,2010,2010,1.17243736
DE-500,Delaware Statewide CoC,2011,905.21,691.73,1035,1013,22,2011,2010,1.13656147
DE-500,Delaware Statewide CoC,2012,891.1,679.41,1008,986,22,2012,2010,1.11351777
DE-500,Delaware Statewide CoC,2013,902.86,684.63,946,936,10,2013,2010,1.09744288
DE-500,Delaware Statewide CoC,2014,899.47,691.67,901,864,37,2014,2010,1.07992447
DE-500,Delaware Statewide CoC,2015,914.03,694.86,953,916,37,2015,2010,1.07864415
DE-500,Delaware Statewide CoC,2016,931.51,704.56,1070,1019,51,2016,2010,1.06520643
DE-500,Delaware Statewide CoC,2017,941.71,716.93,994,936,58,2017,2010,1.04298711
DE-500,Delaware Statewide CoC,2018,959.69,721.57,1082,989,93,2018,2010,1.01811977
DE-500,Delaware Statewide CoC,2019,968.38,726.64,921,826,95,2019,2010,1.0
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2010,1007.45,771.5,1999,348,1651,2010,2010,1.17243736
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2011,981.82,749.84,1152,895,257,2011,2010,1.13656147
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2012,950.77,726.54,921,664,257,2012,2010,1.11351777
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2013,937.45,717.75,1049,563,486,2013,2010,1.09744288
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2014,935.77,707.96,1377,780,597,2014,2010,1.07992447
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2015,959.22,713.35,1198,721,477,2015,2010,1.07864415
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2016,980.92,732.45,1468,804,664,2016,2010,1.06520643
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2017,1017.62,749.21,1447,785,662,2017,2010,1.04298711
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2018,1063.73,760.66,1192,740,452,2018,2010,1.01811977
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2019,1102.04,801.64,1135,735,400,2019,2010,1.0
FL-501,Tampa/Hillsborough County CoC,2010,927.02,717.72,7473,726,6747,2010,2010,1.17243736
FL-501,Tampa/Hillsborough County CoC,2011,922.58,710.61,7336,889,6447,2011,2010,1.13656147
FL-501,Tampa/Hillsborough County CoC,2012,917.43,694.26,7419,972,6447,2012,2010,1.11351777
FL-501,Tampa/Hillsborough County CoC,2013,918.35,690.63,1909,965,944,2013,2010,1.09744288
FL-501,Tampa/Hillsborough County CoC,2014,917.18,689.0,1944,853,1091,2014,2010,1.07992447
FL-501,Tampa/Hillsborough County CoC,2015,930.98,692.88,1931,1175,756,2015,2010,1.07864415
FL-501,Tampa/Hillsborough County CoC,2016,957.18,710.12,1817,1048,769,2016,2010,1.06520643
FL-501,Tampa/Hillsborough County CoC,2017,971.45,726.73,1549,982,567,2017,2010,1.04298711
FL-501,Tampa/Hillsborough County CoC,2018,1001.46,741.92,1795,1155,640,2018,2010,1.01811977
FL-501,Tampa/Hillsborough County CoC,2019,1032.03,766.6,1650,978,672,2019,2010,1.0
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2010,884.31,699.96,3948,1791,2157,2010,2010,1.17243736
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2011,879.37,700.01,3890,1870,2020,2011,2010,1.13656147
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2012,881.91,693.22,3971,1951,2020,2012,2010,1.11351777
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2013,875.44,685.29,3913,1826,2087,2013,2010,1.09744288
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2014,866.98,679.18,3391,2213,1178,2014,2010,1.07992447
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2015,870.55,678.55,3387,2215,1172,2015,2010,1.07864415
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2016,876.98,683.05,2777,1638,1139,2016,2010,1.06520643
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2017,891.55,692.98,2831,1679,1152,2017,2010,1.04298711
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2018,917.01,706.29,2612,1647,965,2018,2010,1.01811977
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2019,946.04,729.29,2415,1581,834,2019,2010,1.0
FL-503,Lakeland/Polk County CoC,2010,775.09,580.15,820,443,377,2010,2010,1.17243736
FL-503,Lakeland/Polk County CoC,2011,772.29,579.77,1100,498,602,2011,2010,1.13656147
FL-503,Lakeland/Polk County CoC,2012,766.47,575.42,881,297,584,2012,2010,1.11351777
FL-503,Lakeland/Polk County CoC,2013,754.56,568.1,520,325,195,2013,2010,1.09744288
FL-503,Lakeland/Polk County CoC,2014,754.38,569.15,536,248,288,2014,2010,1.07992447
FL-503,Lakeland/Polk County CoC,2015,760.63,573.35,464,227,237,2015,2010,1.07864415
FL-503,Lakeland/Polk County CoC,2016,766.52,578.35,635,375,260,2016,2010,1.06520643
FL-503,Lakeland/Polk County CoC,2017,773.23,581.18,512,363,149,2017,2010,1.04298711
FL-503,Lakeland/Polk County CoC,2018,797.62,589.71,552,418,134,2018,2010,1.01811977
FL-503,Lakeland/Polk County CoC,2019,829.23,596.83,563,449,114,2019,2010,1.0
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2010,880.38,705.15,2155,703,1452,2010,2010,1.17243736
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2011,882.04,690.54,2210,535,1675,2011,2010,1.13656147
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2012,866.73,675.08,2384,503,1881,2012,2010,1.11351777
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2013,853.2,667.41,2176,693,1483,2013,2010,1.09744288
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2014,855.29,667.87,1633,608,1025,2014,2010,1.07992447
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2015,857.5,673.65,1325,550,775,2015,2010,1.07864415
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2016,866.95,678.61,1005,424,581,2016,2010,1.06520643
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2017,880.34,695.17,753,305,448,2017,2010,1.04298711
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2018,904.61,713.55,683,277,406,2018,2010,1.01811977
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2019,924.03,724.85,875,368,507,2019,2010,1.0
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2010,894.36,650.88,2262,471,1791,2010,2010,1.17243736
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2011,902.7,656.34,2764,475,2289,2011,2010,1.13656147
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2012,889.42,646.71,2438,510,1928,2012,2010,1.11351777
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2013,871.29,639.68,1658,383,1275,2013,2010,1.09744288
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2014,878.26,630.84,1577,302,1275,2014,2010,1.07992447
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2015,898.33,637.75,683,272,411,2015,2010,1.07864415
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2016,883.38,640.62,629,272,357,2016,2010,1.06520643
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2017,886.55,635.9,401,130,271,2017,2010,1.04298711
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2018,906.59,638.52,495,83,412,2018,2010,1.01811977
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2019,930.67,651.02,399,165,234,2019,2010,1.0
FL-506,Tallahassee/Leon County CoC,2010,763.84,571.6,640,536,104,2010,2010,1.17243736
FL-506,Tallahassee/Leon County CoC,2011,772.13,575.73,787,728,59,2011,2010,1.13656147
FL-506,Tallahassee/Leon County CoC,2012,765.31,570.11,797,738,59,2012,2010,1.11351777
FL-506,Tallahassee/Leon County CoC,2013,757.05,567.11,974,749,225,2013,2010,1.09744288
FL-506,Tallahassee/Leon County CoC,2014,758.95,558.85,805,617,188,2014,2010,1.07992447
FL-506,Tallahassee/Leon County CoC,2015,761.47,564.3,863,646,217,2015,2010,1.07864415
FL-506,Tallahassee/Leon County CoC,2016,767.89,572.27,869,721,148,2016,2010,1.06520643
FL-506,Tallahassee/Leon County CoC,2017,765.74,570.86,1072,950,122,2017,2010,1.04298711
FL-506,Tallahassee/Leon County CoC,2018,768.75,577.08,909,810,99,2018,2010,1.01811977
FL-506,Tallahassee/Leon County CoC,2019,773.13,582.9,966,875,91,2019,2010,1.0
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2010,1010.69,804.54,4041,2065,1976,2010,2010,1.17243736
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2011,994.23,791.47,4515,2127,2388,2011,2010,1.13656147
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2012,969.85,767.47,3661,2218,1443,2012,2010,1.11351777
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2013,960.24,759.53,4378,2321,2057,2013,2010,1.09744288
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2014,954.42,761.34,2254,1988,266,2014,2010,1.07992447
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2015,967.2,767.16,2112,1820,292,2015,2010,1.07864415
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2016,986.82,781.08,1670,1537,133,2016,2010,1.06520643
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2017,1012.66,797.89,2074,1734,340,2017,2010,1.04298711
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2018,1048.25,812.28,2053,1693,360,2018,2010,1.01811977
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2019,1083.32,839.12,2010,1674,336,2019,2010,1.0
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2010,777.27,562.52,1019,297,722,2010,2010,1.17243736
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2011,780.68,562.19,1179,439,740,2011,2010,1.13656147
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2012,779.87,566.62,1814,389,1425,2012,2010,1.11351777
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2013,759.85,557.84,1718,413,1305,2013,2010,1.09744288
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2014,751.7,549.25,1256,368,888,2014,2010,1.07992447
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2015,746.58,547.39,870,317,553,2015,2010,1.07864415
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2016,748.74,548.09,844,419,425,2016,2010,1.06520643
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2017,745.01,546.59,819,373,446,2017,2010,1.04298711
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2018,763.26,550.74,756,323,433,2018,2010,1.01811977
FL-508,"Gainesville/Alachua, Putnam Counties CoC",2019,774.58,548.11,804,306,498,2019,2010,1.0
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2010,977.95,744.95,2160,186,1974,2010,2010,1.17243736
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2011,950.27,711.68,1683,194,1489,2011,2010,1.13656147
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2012,895.13,687.43,1724,179,1545,2012,2010,1.11351777
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2013,876.08,670.89,2240,224,2016,2013,2010,1.09744288
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2014,865.16,660.28,2591,249,2342,2014,2010,1.07992447
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2015,882.59,669.7,2412,236,2176,2015,2010,1.07864415
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2016,902.66,685.03,2382,248,2134,2016,2010,1.06520643
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2017,936.55,694.97,1732,183,1549,2017,2010,1.04298711
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2018,981.55,717.89,1542,513,1029,2018,2010,1.01811977
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2019,1006.38,729.86,1499,154,1345,2019,2010,1.0
FL-510,"Jacksonville-Duval, Clay Counties CoC",2010,873.79,662.67,3241,2069,1172,2010,2010,1.17243736
FL-510,"Jacksonville-Duval, Clay Counties CoC",2011,872.06,659.96,3025,1593,1432,2011,2010,1.13656147
FL-510,"Jacksonville-Duval, Clay Counties CoC",2012,863.09,649.58,2861,1542,1319,2012,2010,1.11351777
FL-510,"Jacksonville-Duval, Clay Counties CoC",2013,856.55,644.53,2768,1671,1097,2013,2010,1.09744288
FL-510,"Jacksonville-Duval, Clay Counties CoC",2014,854.21,641.92,2049,1756,293,2014,2010,1.07992447
FL-510,"Jacksonville-Duval, Clay Counties CoC",2015,864.43,652.02,1853,1427,426,2015,2010,1.07864415
FL-510,"Jacksonville-Duval, Clay Counties CoC",2016,872.19,658.36,1959,1518,441,2016,2010,1.06520643
FL-510,"Jacksonville-Duval, Clay Counties CoC",2017,884.16,665.12,1869,1437,432,2017,2010,1.04298711
FL-510,"Jacksonville-Duval, Clay Counties CoC",2018,901.97,677.01,1794,1365,429,2018,2010,1.01811977
FL-510,"Jacksonville-Duval, Clay Counties CoC",2019,924.31,698.85,1654,1146,508,2019,2010,1.0
